form_name,field_name,page
enumeration,Row 15,73
Orthostatic BP and HR - ET,Diastolic Blood Pressure (mmHg),499
Orthostatic BP and HR - ET,Heart Rate (bpm),499
Follow-Up Phone Call,Were you able to contact the Subject?,502
Follow-Up Phone Call,Date of Contact/Attempt,502
Follow-Up Phone Call,Third Failed Attempt,502
Follow-Up Phone Call,Method of Contact,502
Follow-Up Phone Call,Specify Contact if Other,502
Follow-Up Phone Call,Was the subject reminded of the birth control restrictions for 30 days postdose?,502
Follow-Up Phone Call,Has the subject had any adverse events since the last visit?,502
Admission to clinic,Date of Admission in clinic,519
Admission to clinic,Time of Admission in clinic,519
Discharge from clinic,Date of Discharge,520
Discharge from clinic,Time of Discharge,520
Orthostatic BP and HR - Unscheduled,Diastolic Blood Pressure (mmHg),550
Orthostatic BP and HR - Unscheduled,Heart Rate (bpm),550
