doc,stage,version,severity,code,detail
annotatedCRF_33120100246-_v1.0_-17Aug2021,gates,1,blocking,gate_other,"Extreme content-fitted blocklist. The program filters by 32 hardcoded literal text strings (membership blocklists / long regex alternations of specific wordings). These fit only the pages they were copied from: unsampled pages carry the same junk classes with other wording, and real fields elsewhere"
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 29-Mar-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.1.1
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.1.2
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 2-Apr-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.1.3
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 6-Apr-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.1.4
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 7-Apr-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.1.5
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 8-Apr-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.1.6
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 9-Apr-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.1.7
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 13-Apr-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 22-Apr-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.2.1
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 27-Apr-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.2.2
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 28-Apr-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.2.3
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 04-May-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.2.4
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 17-May-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.2.5
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 23-Jun-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.2.6
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 28-Jun-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.2.7
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 29-Jun-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 30-Jun-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 15-Jul-2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 21Jul2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 27Jul2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 29Jul2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 05Aug2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 06Aug2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 0.10
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p7: 11Aug2021
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Albumin
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: ALT
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: AST
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Calcium
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Chloride
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Creatinine
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Glucose
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Magnesium
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Phosphorus
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Potassium
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Prolactin
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Sodium
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Chemistry abnormal assay # 5 Investigator comment
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p50: Are there any additional clinically significant abnormal chemistry results to be entered?
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p71: Lifetime
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p71: Past 3 Month
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p71: up?
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p71: Version Number 14-Jan-2009
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,"p71: Ask questions 1 and 2. If both are negative, proceed to ""Suicidal Behavior"" Section. If the answer to question 2 is ""yes"", ask questions 3,4 and 5. If the answer to question 1 and/or 2 is ""yes"", complete ""Intensity of Ideation section below"
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p71: Suicidal Ideation
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p71: 1. Wish to be dead
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,"p71: Subject endorses thoughts about a wish to be dead or not alive anymore, or wish to fall asleep and not wake up."
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p71: Have you wished you were dead or wished you could go to sleep and not wake
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,"p71: If Yes, describe Row 3"
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p71: 2. Non-specific active suicidal thoughts
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,"p71: General non-specific thoughts of wanting to end one's life/commit suicide (e.g. ""I've thought about killing myself"") without thoughts of way to kill oneself/associated"
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,"p71: methods,intent or plan during the assessment period."
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_missed,p136: Since Last Visit
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,p136: Intensity of Ideation
annotatedCRF_33120100246-_v1.0_-17Aug2021,audit,3,quality,audit_false_positive,"p136: The following features should be rated with respect to the most severe type of ideation (i.e. 1-5 from above, with 1 being the least severe and 5 being the most severe). Ask about time he/she was feeling the most suicidal."
