x=  33.3 y=  36.3 sz=11.4 black     | MAC186_X11_201_00001_eCRF_v1_10_form_tracker_v1_6_06Mar2025
x=  33.3 y=  48.5 sz= 7.8 black   B | Pupillometry - Multi Time Point - Part 1
x=  42.9 y=  73.9 sz=17.4 black     | Pupillometry - Multi Time Point - Part 1
x=  59.7 y=  97.6 sz= 7.8 black   B | Pupillometry Assessment Performed
x= 234.7 y= 100.6 sz= 7.8 black   B | Yes  [1]
x= 234.7 y= 114.4 sz= 7.8 black     | No
x= 114.8 y= 136.0 sz= 7.8 black   B | Reason Not Performed
x= 316.2 y= 136.0 sz= 7.8 black   B | [2]
x=  52.5 y= 157.5 sz= 4.8 black   B | Timepoint  [3]
x= 116.0 y= 157.5 sz= 4.8 black   B | Eye  [4]
x= 146.6 y= 157.5 sz= 4.8 black   B | Repeat
x= 170.0 y= 157.5 sz= 4.8 black   B | Not
x= 189.1 y= 157.5 sz= 4.8 black   B | Reason Not Done  [7]
x= 264.1 y= 157.5 sz= 4.8 black   B | Pupillometry
x= 305.4 y= 157.5 sz= 4.8 black   B | Position
x= 332.4 y= 157.5 sz= 4.8 black   B | Pupillometry
x= 367.2 y= 157.5 sz= 4.8 black   B | Readings downloaded onto a
x= 463.1 y= 157.5 sz= 4.8 black   B | Reviewed, signed
x= 517.0 y= 157.5 sz= 4.8 black   B | Reason not review, signed
x= 592.0 y= 157.5 sz= 4.8 black   B | PLR
x= 621.3 y= 157.5 sz= 4.8 black   B | PLR MAX
x= 656.7 y= 157.5 sz= 4.8 black   B | PLR
x= 686.1 y= 157.5 sz= 4.8 black   B | PLR T75
x= 715.4 y= 157.5 sz= 4.8 black   B | Pupil Area
x= 747.8 y= 157.5 sz= 4.8 black   B | ACA
x= 780.2 y= 157.5 sz= 4.8 black   B | Dilation
x= 146.6 y= 162.3 sz= 4.8 black   B | [5]
x= 170.0 y= 162.3 sz= 4.8 black   B | Done
x= 264.1 y= 162.3 sz= 4.8 black   B | Date  [8]
x= 305.4 y= 162.3 sz= 4.8 black   B | Rest Time
x= 332.4 y= 162.3 sz= 4.8 black   B | Start Time
x= 367.2 y= 162.3 sz= 4.8 black   B | spreadsheet via Bluetooth from the
x= 463.1 y= 162.3 sz= 4.8 black   B | and dated by a
x= 517.0 y= 162.3 sz= 4.8 black   B | and dated  [13]
x= 592.0 y= 162.3 sz= 4.8 black   B | diameter
x= 621.3 y= 162.3 sz= 4.8 black   B | constriction
x= 656.7 y= 162.3 sz= 4.8 black   B | dilation
x= 686.1 y= 162.3 sz= 4.8 black   B | [17]
x= 715.4 y= 162.3 sz= 4.8 black   B | (Calculated)
x= 747.8 y= 162.3 sz= 4.8 black   B | (Calculated)
x= 780.2 y= 162.3 sz= 4.8 black   B | Velocity at
x= 170.0 y= 167.1 sz= 4.8 black   B | [6]
x= 305.4 y= 167.1 sz= 4.8 black   B | [9]
x= 332.4 y= 167.1 sz= 4.8 black   B | [10]
x= 367.2 y= 167.1 sz= 4.8 black   B | pupilometer device.  [11]
x= 463.1 y= 167.1 sz= 4.8 black   B | physician  [12]
x= 592.0 y= 167.1 sz= 4.8 black   B | init  [14]
x= 621.3 y= 167.1 sz= 4.8 black   B | velocity  [15]
x= 656.7 y= 167.1 sz= 4.8 black   B | velocity
x= 715.4 y= 167.1 sz= 4.8 black   B | [18]
x= 747.8 y= 167.1 sz= 4.8 black   B | [19]
x= 780.2 y= 167.1 sz= 4.8 black   B | T75
x= 656.7 y= 171.9 sz= 4.8 black   B | [16]
x= 780.2 y= 171.9 sz= 4.8 black   B | (Calculated)
x= 780.2 y= 176.7 sz= 4.8 black   B | [20]
x=  44.7 y= 184.5 sz= 4.8 black     | 1
x= 382.2 y= 185.7 sz= 4.8 black     | Yes
x= 478.1 y= 185.7 sz= 4.8 black     | Yes
x=  54.9 y= 188.1 sz= 4.8 black     | Pre Dose
x= 118.4 y= 188.1 sz= 4.8 black     | Left
x= 149.0 y= 188.1 sz= 4.8 black     | 1
x= 382.2 y= 193.5 sz= 4.8 black     | No
x= 478.1 y= 193.5 sz= 4.8 black     | No
x=  44.7 y= 203.7 sz= 4.8 black     | 2
x= 382.2 y= 204.9 sz= 4.8 black     | Yes
x= 478.1 y= 204.9 sz= 4.8 black     | Yes
x=  54.9 y= 207.3 sz= 4.8 black     | Pre Dose
x= 118.4 y= 207.3 sz= 4.8 black     | Left
x= 149.0 y= 207.3 sz= 4.8 black     | 2
x= 382.2 y= 212.7 sz= 4.8 black     | No
x= 478.1 y= 212.7 sz= 4.8 black     | No
x=  44.7 y= 222.9 sz= 4.8 black     | 3
x= 382.2 y= 224.1 sz= 4.8 black     | Yes
x= 478.1 y= 224.1 sz= 4.8 black     | Yes
x=  54.9 y= 226.5 sz= 4.8 black     | Pre Dose
x= 118.4 y= 226.5 sz= 4.8 black     | Right
x= 149.0 y= 226.5 sz= 4.8 black     | 1
x= 382.2 y= 231.8 sz= 4.8 black     | No
x= 478.1 y= 231.8 sz= 4.8 black     | No
x=  44.7 y= 242.0 sz= 4.8 black     | 4
x= 382.2 y= 243.2 sz= 4.8 black     | Yes
x= 478.1 y= 243.2 sz= 4.8 black     | Yes
x=  54.9 y= 245.6 sz= 4.8 black     | Pre Dose
x= 118.4 y= 245.6 sz= 4.8 black     | Right
x= 149.0 y= 245.6 sz= 4.8 black     | 2
x= 382.2 y= 251.0 sz= 4.8 black     | No
x= 478.1 y= 251.0 sz= 4.8 black     | No
x=  44.7 y= 261.2 sz= 4.8 black     | 5
x= 382.2 y= 262.4 sz= 4.8 black     | Yes
x= 478.1 y= 262.4 sz= 4.8 black     | Yes
x=  54.9 y= 264.8 sz= 4.8 black     | 0.25 Hours Post Dose
x= 118.4 y= 264.8 sz= 4.8 black     | Left
x= 149.0 y= 264.8 sz= 4.8 black     | 1
x= 382.2 y= 270.2 sz= 4.8 black     | No
x= 478.1 y= 270.2 sz= 4.8 black     | No
x=  44.7 y= 280.4 sz= 4.8 black     | 6
x= 382.2 y= 281.6 sz= 4.8 black     | Yes
x= 478.1 y= 281.6 sz= 4.8 black     | Yes
x=  54.9 y= 284.0 sz= 4.8 black     | 0.25 Hours Post Dose
x= 118.4 y= 284.0 sz= 4.8 black     | Left
x= 149.0 y= 284.0 sz= 4.8 black     | 2
x= 382.2 y= 289.4 sz= 4.8 black     | No
x= 478.1 y= 289.4 sz= 4.8 black     | No
x=  44.7 y= 299.6 sz= 4.8 black     | 7
x= 382.2 y= 300.8 sz= 4.8 black     | Yes
x= 478.1 y= 300.8 sz= 4.8 black     | Yes
x=  54.9 y= 303.2 sz= 4.8 black     | 0.25 Hours Post Dose
x= 118.4 y= 303.2 sz= 4.8 black     | Right
x= 149.0 y= 303.2 sz= 4.8 black     | 1
x= 382.2 y= 308.6 sz= 4.8 black     | No
x= 478.1 y= 308.6 sz= 4.8 black     | No
x=  44.7 y= 318.8 sz= 4.8 black     | 8
x= 382.2 y= 320.0 sz= 4.8 black     | Yes
x= 478.1 y= 320.0 sz= 4.8 black     | Yes
x=  54.9 y= 322.4 sz= 4.8 black     | 0.25 Hours Post Dose
x= 118.4 y= 322.4 sz= 4.8 black     | Right
x= 149.0 y= 322.4 sz= 4.8 black     | 2
x= 382.2 y= 327.8 sz= 4.8 black     | No
x= 478.1 y= 327.8 sz= 4.8 black     | No
x=  44.7 y= 337.9 sz= 4.8 black     | 9
x= 382.2 y= 339.1 sz= 4.8 black     | Yes
x= 478.1 y= 339.1 sz= 4.8 black     | Yes
x=  54.9 y= 341.5 sz= 4.8 black     | 0.5 Hours Post Dose
x= 118.4 y= 341.5 sz= 4.8 black     | Left
x= 149.0 y= 341.5 sz= 4.8 black     | 1
x= 382.2 y= 346.9 sz= 4.8 black     | No
x= 478.1 y= 346.9 sz= 4.8 black     | No
x=  44.7 y= 357.1 sz= 4.8 black     | 10
x= 382.2 y= 358.3 sz= 4.8 black     | Yes
x= 478.1 y= 358.3 sz= 4.8 black     | Yes
x=  54.9 y= 360.7 sz= 4.8 black     | 0.5 Hours Post Dose
x= 118.4 y= 360.7 sz= 4.8 black     | Left
x= 149.0 y= 360.7 sz= 4.8 black     | 2
x= 382.2 y= 366.1 sz= 4.8 black     | No
x= 478.1 y= 366.1 sz= 4.8 black     | No
x=  44.7 y= 376.3 sz= 4.8 black     | 11
x= 382.2 y= 377.5 sz= 4.8 black     | Yes
x= 478.1 y= 377.5 sz= 4.8 black     | Yes
x=  54.9 y= 379.9 sz= 4.8 black     | 0.5 Hours Post Dose
x= 118.4 y= 379.9 sz= 4.8 black     | Right
x= 149.0 y= 379.9 sz= 4.8 black     | 1
x= 382.2 y= 385.3 sz= 4.8 black     | No
x= 478.1 y= 385.3 sz= 4.8 black     | No
x=  44.7 y= 395.5 sz= 4.8 black     | 12
x= 382.2 y= 396.7 sz= 4.8 black     | Yes
x= 478.1 y= 396.7 sz= 4.8 black     | Yes
x=  54.9 y= 399.1 sz= 4.8 black     | 0.5 Hours Post Dose
x= 118.4 y= 399.1 sz= 4.8 black     | Right
x= 149.0 y= 399.1 sz= 4.8 black     | 2
x= 382.2 y= 404.5 sz= 4.8 black     | No
x= 478.1 y= 404.5 sz= 4.8 black     | No
x=  44.7 y= 414.7 sz= 4.8 black     | 13
x= 382.2 y= 415.9 sz= 4.8 black     | Yes
x= 478.1 y= 415.9 sz= 4.8 black     | Yes
x=  54.9 y= 418.3 sz= 4.8 black     | 1 Hour Post Dose
x= 118.4 y= 418.3 sz= 4.8 black     | Left
x= 149.0 y= 418.3 sz= 4.8 black     | 1
x= 382.2 y= 423.7 sz= 4.8 black     | No
x= 478.1 y= 423.7 sz= 4.8 black     | No
x=  44.7 y= 433.9 sz= 4.8 black     | 14
x= 382.2 y= 435.1 sz= 4.8 black     | Yes
x= 478.1 y= 435.1 sz= 4.8 black     | Yes
x=  54.9 y= 437.4 sz= 4.8 black     | 1 Hour Post Dose
x= 118.4 y= 437.4 sz= 4.8 black     | Left
x= 149.0 y= 437.4 sz= 4.8 black     | 2
x= 382.2 y= 442.8 sz= 4.8 black     | No
x= 478.1 y= 442.8 sz= 4.8 black     | No
x=  44.7 y= 453.0 sz= 4.8 black     | 15
x= 382.2 y= 454.2 sz= 4.8 black     | Yes
x= 478.1 y= 454.2 sz= 4.8 black     | Yes
x=  54.9 y= 456.6 sz= 4.8 black     | 1 Hour Post Dose
